Easting,Northing,TEMPM,TEMPR
2625,6925,8.93,12.48
2675,6925,8.93,12.53
2725,6925,8.94,12.6
2775,6925,8.93,12.64
2825,6925,8.9,12.65
2875,6925,8.87,12.63
2925,6925,8.81,12.5
2975,6925,8.78,12.37
3025,6925,8.74,12.23
3075,6925,8.7,12.11
3125,6925,8.71,12.03
3175,6925,8.73,11.91
3225,6925,8.76,11.86
3275,6925,8.76,11.84
3325,6925,8.74,11.77
1875,6975,9.02,10.16
1925,6975,8.97,10.33
1975,6975,8.87,10.75
2125,6975,8.55,11.2
2175,6975,8.54,11.3
2225,6975,8.52,11.4
2275,6975,8.49,11.54
2325,6975,8.51,11.76
2375,6975,8.57,11.98
2425,6975,8.6,12.06
2475,6975,8.65,12.12
2525,6975,8.74,12.3
2575,6975,8.79,12.37
2625,6975,8.81,12.47
2675,6975,8.82,12.56
2725,6975,8.85,12.64
2775,6975,8.85,12.66
2825,6975,8.84,12.63
2875,6975,8.8,12.54
2925,6975,8.76,12.47
2975,6975,8.71,12.4
3025,6975,8.69,12.31
3075,6975,8.67,12.22
3125,6975,8.66,12.13
3175,6975,8.67,12.08
3225,6975,8.7,11.97
3275,6975,8.72,11.9
3325,6975,8.72,11.86
3375,6975,8.7,11.84
3425,6975,8.69,11.55
3475,6975,8.72,11.43
3525,6975,8.7,11.26
1825,7025,9.13,9.65
1875,7025,9.04,10.08
1925,7025,8.97,10.27
1975,7025,8.85,10.66
2025,7025,8.75,10.97
2075,7025,8.57,11.04
2125,7025,8.55,11.13
2175,7025,8.53,11.32
2225,7025,8.46,11.54
2275,7025,8.41,11.69
2325,7025,8.41,11.79
2375,7025,8.47,11.98
2425,7025,8.52,12.09
2475,7025,8.56,12.23
2525,7025,8.62,12.4
2575,7025,8.66,12.48
2625,7025,8.7,12.51
2675,7025,8.74,12.53
2725,7025,8.77,12.56
2775,7025,8.76,12.55
2825,7025,8.73,12.52
2875,7025,8.71,12.51
2925,7025,8.7,12.47
2975,7025,8.69,12.42
3025,7025,8.68,12.37
3075,7025,8.65,12.27
3125,7025,8.64,12.18
3175,7025,8.63,12.15
3225,7025,8.64,12.14
3275,7025,8.68,11.96
3325,7025,8.69,11.9
3375,7025,8.7,11.9
3425,7025,8.67,11.79
3475,7025,8.65,11.46
3525,7025,8.69,11.33
3575,7025,8.67,11.03
1825,7075,9.12,9.66
1875,7075,9.04,10.01
1925,7075,8.99,10.28
1975,7075,8.85,10.55
2025,7075,8.75,10.95
2075,7075,8.56,11.02
2125,7075,8.53,11.07
2175,7075,8.51,11.34
2225,7075,8.42,11.63
2275,7075,8.38,11.72
2325,7075,8.39,11.8
2375,7075,8.42,11.96
2425,7075,8.45,12.02
2475,7075,8.49,12.11
2525,7075,8.57,12.34
2575,7075,8.62,12.48
2625,7075,8.64,12.52
2675,7075,8.65,12.55
2725,7075,8.68,12.57
2775,7075,8.69,12.57
2825,7075,8.69,12.55
2875,7075,8.69,12.53
2925,7075,8.68,12.5
2975,7075,8.67,12.46
3025,7075,8.66,12.4
3075,7075,8.65,12.32
3125,7075,8.63,12.23
3175,7075,8.62,12.18
3225,7075,8.62,12.2
3275,7075,8.66,12.07
3325,7075,8.7,11.93
3375,7075,8.7,11.91
3425,7075,8.69,11.87
3475,7075,8.65,11.5
3525,7075,8.68,11.46
3575,7075,8.66,11.08
3625,7075,8.67,11.03
1825,7125,9.12,9.65
1875,7125,9.08,9.87
1925,7125,8.99,10.24
1975,7125,8.88,10.34
2025,7125,8.74,10.8
2075,7125,8.6,11
2125,7125,8.54,11.04
2175,7125,8.49,11.3
2225,7125,8.41,11.65
2275,7125,8.37,11.74
2325,7125,8.37,11.79
2375,7125,8.4,11.93
2425,7125,8.43,12.02
2475,7125,8.44,12.06
2525,7125,8.48,12.19
2575,7125,8.55,12.35
2625,7125,8.6,12.46
2675,7125,8.61,12.55
2725,7125,8.62,12.62
2775,7125,8.62,12.68
2825,7125,8.63,12.66
2875,7125,8.63,12.67
2925,7125,8.62,12.66
2975,7125,8.61,12.63
3025,7125,8.61,12.57
3075,7125,8.63,12.4
3125,7125,8.64,12.28
3175,7125,8.62,12.22
3225,7125,8.62,12.19
3275,7125,8.64,12.11
3325,7125,8.7,11.96
3375,7125,8.7,11.96
3425,7125,8.68,11.94
3475,7125,8.67,11.58
3525,7125,8.69,11.45
3575,7125,8.65,11.11
1375,7175,9.3,8.87
1425,7175,9.3,8.95
1475,7175,9.29,9.08
1525,7175,9.26,9.16
1825,7175,9.12,9.64
1875,7175,9.09,9.77
1925,7175,9,10.2
1975,7175,8.89,10.36
2025,7175,8.74,10.68
2075,7175,8.66,10.94
2125,7175,8.54,11.03
2175,7175,8.49,11.21
2225,7175,8.43,11.63
2275,7175,8.37,11.74
2325,7175,8.37,11.77
2375,7175,8.38,11.89
2425,7175,8.41,12.03
2475,7175,8.41,12.13
2525,7175,8.41,12.23
2575,7175,8.45,12.43
2625,7175,8.48,12.52
2675,7175,8.51,12.6
2725,7175,8.54,12.69
2775,7175,8.56,12.79
2825,7175,8.56,12.79
2875,7175,8.57,12.75
2925,7175,8.57,12.72
2975,7175,8.56,12.68
3025,7175,8.56,12.63
3075,7175,8.57,12.55
3125,7175,8.63,12.35
3325,7175,8.7,12.01
3375,7175,8.7,11.99
3425,7175,8.66,11.95
3475,7175,8.73,11.69
1475,7225,9.24,9.05
1525,7225,9.23,9.17
1575,7225,9.2,9.25
1625,7225,9.18,9.35
1675,7225,9.15,9.4
1725,7225,9.15,9.45
1875,7225,9.1,9.71
1925,7225,9.02,10.09
1975,7225,8.92,10.25
2025,7225,8.78,10.57
2075,7225,8.68,10.77
2125,7225,8.54,10.99
2175,7225,8.49,11.11
2225,7225,8.45,11.5
2275,7225,8.39,11.72
2325,7225,8.37,11.77
2375,7225,8.37,11.85
2425,7225,8.38,12.06
2475,7225,8.37,12.24
2525,7225,8.37,12.31
2575,7225,8.4,12.47
2625,7225,8.43,12.56
2675,7225,8.46,12.62
2725,7225,8.49,12.64
2775,7225,8.52,12.69
2825,7225,8.54,12.72
2875,7225,8.53,12.7
2925,7225,8.53,12.69
2975,7225,8.52,12.64
3025,7225,8.52,12.62
3075,7225,8.54,12.57
3125,7225,8.59,12.43
3175,7225,8.63,12.34
3225,7225,8.63,12.3
3275,7225,8.65,12.19
3425,7225,8.69,11.92
3475,7225,8.74,11.7
1475,7275,9.21,9.06
1525,7275,9.19,9.14
1575,7275,9.18,9.26
1625,7275,9.16,9.36
1675,7275,9.14,9.41
1725,7275,9.14,9.45
1875,7275,9.1,9.69
1925,7275,9.04,9.96
1975,7275,8.9,10.25
2025,7275,8.84,10.37
2075,7275,8.69,10.73
2125,7275,8.59,10.9
2175,7275,8.51,11.07
2225,7275,8.45,11.35
2275,7275,8.4,11.68
2325,7275,8.37,11.76
2375,7275,8.36,11.81
2425,7275,8.36,12.04
2475,7275,8.36,12.25
2525,7275,8.36,12.32
2575,7275,8.36,12.43
2625,7275,8.39,12.55
2675,7275,8.42,12.61
2725,7275,8.44,12.64
2775,7275,8.49,12.67
2825,7275,8.52,12.68
2875,7275,8.52,12.67
2925,7275,8.51,12.62
2975,7275,8.49,12.6
3025,7275,8.49,12.6
3075,7275,8.51,12.61
3125,7275,8.55,12.54
3175,7275,8.61,12.38
3225,7275,8.62,12.3
3275,7275,8.64,12.22
3325,7275,8.68,11.97
3375,7275,8.7,11.97
3425,7275,8.69,11.97
1525,7325,9.17,9.13
1575,7325,9.14,9.25
1625,7325,9.13,9.37
1675,7325,9.13,9.42
1725,7325,9.13,9.47
1775,7325,9.13,9.56
2075,7325,8.72,10.61
2125,7325,8.63,10.75
2175,7325,8.53,11
2225,7325,8.45,11.2
2275,7325,8.42,11.56
2325,7325,8.38,11.75
2375,7325,8.37,11.8
2425,7325,8.36,11.96
2475,7325,8.35,12.23
2525,7325,8.35,12.29
2575,7325,8.34,12.37
2625,7325,8.37,12.54
2675,7325,8.39,12.59
2725,7325,8.42,12.61
2775,7325,8.45,12.64
2825,7325,8.51,12.67
2875,7325,8.51,12.64
2925,7325,8.5,12.6
2975,7325,8.48,12.6
3025,7325,8.48,12.58
3075,7325,8.5,12.57
3125,7325,8.52,12.56
3175,7325,8.57,12.46
3225,7325,8.6,12.28
3275,7325,8.62,12.24
3325,7325,8.67,12.02
3375,7325,8.68,11.99
3425,7325,8.67,11.96
3475,7325,8.69,11.78
3525,7325,8.69,11.5
3575,7325,8.67,11.42
1525,7375,9.15,9.13
1575,7375,9.12,9.27
1625,7375,9.11,9.35
1675,7375,9.11,9.44
1975,7375,8.91,10.17
2025,7375,8.85,10.23
2075,7375,8.81,10.38
2125,7375,8.67,10.7
2175,7375,8.56,10.89
2225,7375,8.46,11.14
2275,7375,8.42,11.4
2325,7375,8.39,11.69
2375,7375,8.37,11.77
2425,7375,8.35,11.86
2475,7375,8.34,12.15
2525,7375,8.34,12.26
2575,7375,8.33,12.31
2625,7375,8.35,12.41
2675,7375,8.39,12.54
2725,7375,8.41,12.59
2775,7375,8.44,12.62
2825,7375,8.48,12.63
2875,7375,8.5,12.61
2925,7375,8.47,12.62
2975,7375,8.49,12.58
3025,7375,8.49,12.56
3075,7375,8.51,12.53
3125,7375,8.51,12.53
3175,7375,8.53,12.52
3225,7375,8.58,12.34
3275,7375,8.61,12.27
3325,7375,8.64,12.2
3375,7375,8.67,12.01
3425,7375,8.66,11.99
3475,7375,8.65,11.95
3525,7375,8.66,11.6
3575,7375,8.65,11.37
3625,7375,8.59,11.23
3675,7375,8.58,11.29
1425,7425,9.2,8.95
1475,7425,9.15,9.02
1525,7425,9.13,9.14
1575,7425,9.1,9.29
1625,7425,9.09,9.36
1675,7425,9.07,9.48
1725,7425,9.03,9.61
1775,7425,9.02,9.71
1825,7425,9.04,9.75
1975,7425,8.91,10.15
2025,7425,8.86,10.21
2075,7425,8.84,10.29
2125,7425,8.67,10.64
2175,7425,8.58,10.69
2225,7425,8.48,11.05
2275,7425,8.41,11.28
2325,7425,8.4,11.63
2375,7425,8.36,11.76
2425,7425,8.35,11.83
2475,7425,8.33,12.05
2525,7425,8.34,12.25
2575,7425,8.33,12.27
2625,7425,8.34,12.32
2675,7425,8.38,12.46
2725,7425,8.4,12.54
2775,7425,8.42,12.57
2825,7425,8.45,12.59
2875,7425,8.47,12.6
2925,7425,8.47,12.61
2975,7425,8.49,12.56
3025,7425,8.5,12.54
3075,7425,8.5,12.53
3125,7425,8.5,12.5
3175,7425,8.51,12.48
3225,7425,8.54,12.44
3275,7425,8.59,12.3
3325,7425,8.61,12.28
3375,7425,8.63,12.18
3425,7425,8.66,11.98
3475,7425,8.6,11.91
3525,7425,8.61,11.76
3575,7425,8.64,11.52
3625,7425,8.62,11.3
3675,7425,8.56,11.2
1425,7475,9.18,8.91
1475,7475,9.14,9
1525,7475,9.1,9.15
1575,7475,9.08,9.29
1625,7475,9.07,9.38
1675,7475,9,9.53
1725,7475,8.96,9.65
1775,7475,8.97,9.74
1825,7475,8.97,9.84
1975,7475,8.88,10.2
2025,7475,8.86,10.21
2075,7475,8.85,10.26
2125,7475,8.71,10.56
2175,7475,8.59,10.64
2225,7475,8.53,10.94
2275,7475,8.4,11.22
2325,7475,8.37,11.48
2375,7475,8.36,11.72
2425,7475,8.34,11.79
2475,7475,8.32,11.93
2525,7475,8.33,12.19
2575,7475,8.33,12.26
2625,7475,8.34,12.26
2675,7475,8.36,12.37
2725,7475,8.39,12.47
2775,7475,8.4,12.5
2825,7475,8.42,12.54
2875,7475,8.43,12.57
2925,7475,8.45,12.58
2975,7475,8.49,12.57
3025,7475,8.5,12.56
3075,7475,8.5,12.55
3125,7475,8.5,12.53
3175,7475,8.5,12.51
3225,7475,8.51,12.47
3275,7475,8.54,12.34
3325,7475,8.57,12.23
3375,7475,8.58,12.18
3425,7475,8.61,12.04
3475,7475,8.61,11.9
3525,7475,8.57,11.85
3575,7475,8.57,11.62
3625,7475,8.6,11.35
3675,7475,8.55,11.21
1475,7525,9.13,8.98
1525,7525,9.09,9.15
1575,7525,9.07,9.27
1625,7525,9.04,9.4
1675,7525,8.96,9.59
1725,7525,8.93,9.71
1775,7525,8.91,9.9
1825,7525,8.87,10.11
1875,7525,8.86,10.21
1925,7525,8.85,10.23
1975,7525,8.86,10.23
2025,7525,8.85,10.22
2075,7525,8.83,10.29
2125,7525,8.72,10.49
2175,7525,8.59,10.6
2225,7525,8.55,10.81
2275,7525,8.43,11.15
2325,7525,8.35,11.34
2375,7525,8.31,11.64
2425,7525,8.33,11.77
2475,7525,8.32,11.86
2525,7525,8.31,12.11
2575,7525,8.33,12.23
2625,7525,8.33,12.23
2675,7525,8.35,12.28
2725,7525,8.37,12.36
2775,7525,8.38,12.44
2825,7525,8.4,12.49
2875,7525,8.41,12.53
2925,7525,8.42,12.55
2975,7525,8.45,12.55
3025,7525,8.48,12.53
3075,7525,8.48,12.52
3125,7525,8.49,12.51
3175,7525,8.5,12.47
3225,7525,8.49,12.43
3275,7525,8.5,12.36
3325,7525,8.53,12.19
3375,7525,8.54,12.11
3425,7525,8.54,12.05
3475,7525,8.57,11.85
3525,7525,8.54,11.79
3575,7525,8.53,11.71
3625,7525,8.55,11.5
3675,7525,8.55,11.25
3725,7525,8.51,11.12
1725,7575,8.89,9.84
1775,7575,8.86,10.1
1825,7575,8.84,10.22
1875,7575,8.84,10.25
1925,7575,8.84,10.26
1975,7575,8.84,10.24
2025,7575,8.83,10.25
2075,7575,8.79,10.31
2125,7575,8.69,10.49
2175,7575,8.59,10.6
2225,7575,8.56,10.71
2275,7575,8.47,11.07
2325,7575,8.34,11.29
2375,7575,8.29,11.56
2425,7575,8.3,11.75
2475,7575,8.31,11.82
2525,7575,8.3,12.02
2575,7575,8.32,12.22
2625,7575,8.33,12.24
2675,7575,8.33,12.23
2725,7575,8.35,12.25
2775,7575,8.37,12.36
2825,7575,8.39,12.43
2875,7575,8.39,12.47
2925,7575,8.4,12.52
2975,7575,8.42,12.52
3025,7575,8.45,12.51
3075,7575,8.48,12.51
3125,7575,8.5,12.5
3175,7575,8.51,12.48
3225,7575,8.49,12.36
3275,7575,8.48,12.31
3325,7575,8.49,12.22
3375,7575,8.51,12.07
3425,7575,8.51,12
3475,7575,8.52,11.97
3525,7575,8.55,11.77
3575,7575,8.51,11.72
3625,7575,8.5,11.55
3675,7575,8.53,11.38
3725,7575,8.48,11.17
1475,7625,9.11,8.93
1525,7625,9.06,9.18
1575,7625,9.05,9.28
1625,7625,8.99,9.39
1675,7625,8.9,9.61
1725,7625,8.85,9.93
1775,7625,8.83,10.16
1825,7625,8.82,10.23
1875,7625,8.82,10.29
1925,7625,8.82,10.26
1975,7625,8.81,10.28
2025,7625,8.8,10.29
2075,7625,8.76,10.38
2125,7625,8.66,10.6
2175,7625,8.59,10.59
2225,7625,8.56,10.67
2275,7625,8.5,11.03
2325,7625,8.36,11.26
2375,7625,8.27,11.48
2425,7625,8.27,11.67
2475,7625,8.3,11.8
2525,7625,8.29,11.92
2575,7625,8.31,12.14
2625,7625,8.33,12.22
2675,7625,8.33,12.21
2725,7625,8.33,12.22
2775,7625,8.35,12.31
2825,7625,8.36,12.37
2875,7625,8.37,12.42
2925,7625,8.38,12.48
2975,7625,8.4,12.49
3025,7625,8.41,12.48
3075,7625,8.47,12.47
3125,7625,8.51,12.44
3175,7625,8.5,12.4
3225,7625,8.48,12.33
3275,7625,8.47,12.29
3325,7625,8.47,12.24
3375,7625,8.48,12.14
3425,7625,8.51,12.02
3475,7625,8.51,11.98
3525,7625,8.53,11.87
3575,7625,8.52,11.77
3625,7625,8.47,11.56
3675,7625,8.48,11.49
3725,7625,8.42,11.24
3775,7625,8.42,11.19
1475,7675,9.1,8.9
1525,7675,9.05,9.17
1575,7675,9.04,9.28
1625,7675,8.98,9.4
1675,7675,8.87,9.68
1725,7675,8.8,9.99
1775,7675,8.8,10.18
1825,7675,8.76,10.24
1875,7675,8.74,10.3
1925,7675,8.7,10.37
1975,7675,8.68,10.41
2025,7675,8.66,10.47
2075,7675,8.63,10.53
2125,7675,8.6,10.57
2175,7675,8.58,10.56
2225,7675,8.56,10.69
2275,7675,8.5,10.98
2325,7675,8.37,11.24
2375,7675,8.28,11.49
2425,7675,8.26,11.64
2475,7675,8.26,11.78
2525,7675,8.29,11.86
2575,7675,8.3,12.04
2625,7675,8.33,12.19
2675,7675,8.33,12.21
2725,7675,8.32,12.21
2775,7675,8.34,12.26
2825,7675,8.34,12.31
2875,7675,8.35,12.38
2925,7675,8.36,12.45
2975,7675,8.38,12.44
3025,7675,8.4,12.46
3075,7675,8.45,12.42
3125,7675,8.48,12.41
3175,7675,8.49,12.37
3225,7675,8.45,12.22
3275,7675,8.44,12.16
3325,7675,8.43,12.14
3375,7675,8.43,12.15
3425,7675,8.47,12.07
3475,7675,8.5,11.94
3525,7675,8.5,11.96
3575,7675,8.52,11.79
3625,7675,8.47,11.63
3675,7675,8.45,11.52
3725,7675,8.42,11.37
3775,7675,8.37,11.27
3825,7675,8.39,11.23
1675,7725,8.83,9.79
1725,7725,8.78,10.01
1775,7725,8.76,10.18
1825,7725,8.73,10.28
1875,7725,8.64,10.4
1925,7725,8.6,10.48
1975,7725,8.57,10.53
2025,7725,8.57,10.54
2075,7725,8.58,10.55
2125,7725,8.58,10.55
2175,7725,8.57,10.58
2225,7725,8.54,10.77
2275,7725,8.47,11.05
2325,7725,8.37,11.23
2375,7725,8.28,11.42
2425,7725,8.27,11.59
2475,7725,8.25,11.75
2525,7725,8.26,11.83
2575,7725,8.29,11.93
2625,7725,8.32,12.16
2675,7725,8.34,12.23
2725,7725,8.34,12.24
2775,7725,8.33,12.26
2825,7725,8.33,12.28
2875,7725,8.33,12.33
2925,7725,8.35,12.4
2975,7725,8.36,12.41
3025,7725,8.38,12.45
3075,7725,8.41,12.4
3125,7725,8.43,12.37
3175,7725,8.43,12.25
3225,7725,8.42,12.15
3275,7725,8.43,12.11
3325,7725,8.42,12.11
3375,7725,8.42,12.12
3425,7725,8.42,12.12
3475,7725,8.47,12.01
3525,7725,8.5,11.93
3575,7725,8.51,11.95
3625,7725,8.49,11.76
3675,7725,8.45,11.51
3725,7725,8.42,11.4
3775,7725,8.35,11.3
3825,7725,8.35,11.31
3875,7725,8.36,11.3
1775,7775,8.72,10.12
1825,7775,8.68,10.38
1875,7775,8.61,10.41
1925,7775,8.56,10.52
1975,7775,8.53,10.65
2025,7775,8.54,10.65
2075,7775,8.55,10.63
2125,7775,8.56,10.61
2175,7775,8.55,10.68
2225,7775,8.5,10.87
2275,7775,8.44,11.09
2325,7775,8.37,11.22
2375,7775,8.31,11.38
2425,7775,8.26,11.56
2475,7775,8.25,11.69
2525,7775,8.25,11.8
2575,7775,8.28,11.87
2625,7775,8.31,12.07
2675,7775,8.34,12.21
2725,7775,8.34,12.26
2775,7775,8.33,12.27
2825,7775,8.32,12.28
2875,7775,8.32,12.29
2925,7775,8.33,12.33
2975,7775,8.35,12.36
3025,7775,8.38,12.41
3075,7775,8.41,12.37
3125,7775,8.42,12.3
3175,7775,8.41,12.21
3225,7775,8.39,12.07
3275,7775,8.4,12.06
3325,7775,8.4,12.07
3375,7775,8.41,12.09
3425,7775,8.41,12.12
3475,7775,8.41,12.1
3525,7775,8.46,11.94
3575,7775,8.48,11.94
3625,7775,8.48,11.83
3675,7775,8.43,11.56
3725,7775,8.44,11.48
3775,7775,8.37,11.32
3825,7775,8.34,11.29
3875,7775,8.35,11.31
1675,7825,8.8,9.9
1725,7825,8.75,9.99
1775,7825,8.68,10.15
1825,7825,8.66,10.38
1875,7825,8.58,10.42
1925,7825,8.48,10.72
1975,7825,8.45,10.8
2025,7825,8.45,10.83
2075,7825,8.47,10.81
2125,7825,8.5,10.81
2175,7825,8.48,10.93
2225,7825,8.43,11.04
2275,7825,8.38,11.14
2325,7825,8.35,11.2
2375,7825,8.32,11.33
2425,7825,8.25,11.51
2475,7825,8.25,11.64
2525,7825,8.25,11.77
2575,7825,8.25,11.81
2625,7825,8.29,11.96
2675,7825,8.33,12.18
2725,7825,8.34,12.24
2775,7825,8.33,12.27
2825,7825,8.33,12.29
2875,7825,8.33,12.3
2925,7825,8.33,12.28
2975,7825,8.34,12.3
3025,7825,8.37,12.34
3075,7825,8.38,12.34
3125,7825,8.41,12.27
3175,7825,8.41,12.15
3225,7825,8.38,12.02
3275,7825,8.38,12.01
3325,7825,8.37,12.03
3375,7825,8.37,12.07
3425,7825,8.38,12.11
3475,7825,8.39,12.13
3525,7825,8.41,12.05
3575,7825,8.45,11.94
3625,7825,8.46,11.98
3675,7825,8.42,11.69
3725,7825,8.42,11.51
3775,7825,8.38,11.3
3825,7825,8.34,11.3
3875,7825,8.34,11.3
1675,7875,8.8,9.89
1725,7875,8.75,9.99
1775,7875,8.67,10.17
1825,7875,8.63,10.31
1875,7875,8.53,10.48
1925,7875,8.43,10.74
1975,7875,8.42,10.8
2025,7875,8.43,10.84
2075,7875,8.44,10.85
2125,7875,8.42,10.96
2175,7875,8.4,11.08
2225,7875,8.4,11.1
2275,7875,8.35,11.14
2325,7875,8.33,11.21
2375,7875,8.32,11.31
2425,7875,8.25,11.49
2475,7875,8.24,11.58
2525,7875,8.25,11.67
2575,7875,8.26,11.78
2625,7875,8.25,11.85
2675,7875,8.31,12.04
2725,7875,8.33,12.2
2775,7875,8.34,12.24
2825,7875,8.34,12.27
2875,7875,8.33,12.27
2925,7875,8.34,12.26
2975,7875,8.37,12.25
3025,7875,8.37,12.26
3075,7875,8.38,12.26
3125,7875,8.41,12.17
3175,7875,8.43,12.06
3225,7875,8.39,12
3275,7875,8.37,11.96
3325,7875,8.36,11.98
3375,7875,8.36,12.02
3425,7875,8.37,12.07
3475,7875,8.37,12.1
3525,7875,8.39,12.14
3575,7875,8.43,11.99
3625,7875,8.43,11.93
3675,7875,8.36,11.78
3725,7875,8.39,11.63
3775,7875,8.38,11.36
3825,7875,8.34,11.28
3875,7875,8.33,11.28
3925,7875,8.34,11.28
1375,7925,9.02,8.6
1425,7925,9.02,8.7
1725,7925,8.75,9.98
1775,7925,8.65,10.22
1825,7925,8.61,10.25
1875,7925,8.5,10.5
1925,7925,8.42,10.71
1975,7925,8.41,10.79
2025,7925,8.42,10.83
2075,7925,8.41,10.92
2125,7925,8.39,11.07
2175,7925,8.39,11.09
2225,7925,8.39,11.12
2275,7925,8.34,11.17
2325,7925,8.32,11.24
2375,7925,8.3,11.34
2425,7925,8.25,11.47
2475,7925,8.23,11.56
2525,7925,8.24,11.61
2575,7925,8.26,11.72
2625,7925,8.25,11.78
2675,7925,8.28,11.91
2725,7925,8.33,12.13
2775,7925,8.35,12.2
2825,7925,8.34,12.22
2875,7925,8.35,12.23
2925,7925,8.37,12.21
2975,7925,8.39,12.16
3025,7925,8.4,12.14
3075,7925,8.4,12.13
3125,7925,8.42,12.08
3175,7925,8.43,12.01
3225,7925,8.39,12.01
3275,7925,8.36,11.96
3325,7925,8.36,11.96
3375,7925,8.36,11.99
3425,7925,8.36,12.05
3475,7925,8.36,12.09
3525,7925,8.37,12.14
3575,7925,8.4,12.03
3625,7925,8.44,11.94
3675,7925,8.38,11.86
3725,7925,8.33,11.74
3775,7925,8.38,11.41
3825,7925,8.36,11.3
3875,7925,8.32,11.28
3925,7925,8.33,11.25
1375,7975,8.99,8.58
1425,7975,9,8.69
1625,7975,8.89,9.52
1775,7975,8.66,10.18
1825,7975,8.6,10.2
1875,7975,8.5,10.45
1925,7975,8.42,10.66
1975,7975,8.4,10.79
2025,7975,8.4,10.82
2075,7975,8.37,10.96
2125,7975,8.35,11.07
2175,7975,8.35,11.11
2225,7975,8.36,11.13
2275,7975,8.33,11.18
2325,7975,8.3,11.27
2375,7975,8.28,11.36
2425,7975,8.24,11.46
2475,7975,8.23,11.52
2525,7975,8.24,11.56
2575,7975,8.26,11.63
2625,7975,8.27,11.76
2675,7975,8.27,11.8
2725,7975,8.34,11.99
2775,7975,8.36,12.16
2825,7975,8.35,12.18
2875,7975,8.36,12.19
2925,7975,8.38,12.14
2975,7975,8.4,12.11
3025,7975,8.4,12.09
3075,7975,8.41,12.06
3125,7975,8.42,12.02
3175,7975,8.42,11.98
3225,7975,8.39,12.01
3275,7975,8.36,12
3325,7975,8.36,11.93
3375,7975,8.36,11.96
3425,7975,8.37,12.01
3475,7975,8.36,12.06
3525,7975,8.35,12.1
3575,7975,8.36,12.06
3625,7975,8.43,11.92
3675,7975,8.38,11.81
3725,7975,8.3,11.75
3775,7975,8.33,11.51
3825,7975,8.35,11.29
3875,7975,8.32,11.25
3925,7975,8.31,11.21
3975,7975,8.31,11.15
1625,8025,8.87,9.49
1675,8025,8.79,9.88
1725,8025,8.76,9.96
1775,8025,8.68,10.2
1825,8025,8.6,10.2
1875,8025,8.49,10.45
1925,8025,8.42,10.63
1975,8025,8.41,10.77
2025,8025,8.39,10.82
2075,8025,8.36,10.93
2125,8025,8.32,11.07
2175,8025,8.32,11.12
2225,8025,8.33,11.14
2275,8025,8.3,11.18
2325,8025,8.28,11.26
2375,8025,8.26,11.35
2425,8025,8.24,11.43
2475,8025,8.23,11.48
2525,8025,8.23,11.52
2575,8025,8.25,11.58
2625,8025,8.28,11.68
2675,8025,8.29,11.75
2725,8025,8.33,11.81
2775,8025,8.36,12.02
2825,8025,8.36,12.13
2875,8025,8.38,12.13
2925,8025,8.42,12.07
2975,8025,8.42,12.03
3025,8025,8.42,12.04
3075,8025,8.42,12.02
3125,8025,8.43,12.02
3175,8025,8.41,12.04
3225,8025,8.4,12.06
3275,8025,8.39,12.05
3325,8025,8.37,12.02
3375,8025,8.38,12.03
3425,8025,8.38,12.03
3475,8025,8.37,12.04
3525,8025,8.36,12.09
3575,8025,8.39,11.98
3625,8025,8.44,11.88
3675,8025,8.38,11.78
3725,8025,8.3,11.75
3775,8025,8.28,11.51
3825,8025,8.36,11.26
3875,8025,8.3,11.21
3925,8025,8.29,11.13
1625,8075,8.87,9.43
1675,8075,8.79,9.83
1725,8075,8.76,9.94
1875,8075,8.51,10.37
1925,8075,8.43,10.55
1975,8075,8.42,10.76
2025,8075,8.39,10.81
2075,8075,8.36,10.88
2125,8075,8.32,11.06
2175,8075,8.31,11.11
2225,8075,8.31,11.14
2275,8075,8.28,11.16
2325,8075,8.26,11.24
2375,8075,8.25,11.31
2425,8075,8.25,11.33
2475,8075,8.26,11.39
2525,8075,8.25,11.46
2575,8075,8.25,11.51
2625,8075,8.27,11.6
2675,8075,8.31,11.7
2725,8075,8.33,11.73
2775,8075,8.36,11.82
2825,8075,8.37,12.03
2875,8075,8.39,12.05
2925,8075,8.42,12.03
2975,8075,8.43,12
3025,8075,8.43,12.01
3075,8075,8.43,12.02
3125,8075,8.42,12.04
3175,8075,8.41,12.05
3225,8075,8.41,12.09
3275,8075,8.42,12.1
3325,8075,8.41,12.1
3375,8075,8.41,12.08
3425,8075,8.4,12.08
3475,8075,8.38,12.1
3525,8075,8.39,12.09
3575,8075,8.45,11.93
3625,8075,8.48,11.89
3675,8075,8.4,11.72
3725,8075,8.32,11.72
3775,8075,8.28,11.43
3825,8075,8.35,11.23
3875,8075,8.3,11.19
3925,8075,8.27,11.08
825,8125,8.9,8.62
1525,8125,8.91,9.07
1575,8125,8.88,9.17
1725,8125,8.75,9.95
1775,8125,8.7,10.17
1825,8125,8.63,10.22
1875,8125,8.51,10.35
1925,8125,8.44,10.52
1975,8125,8.44,10.71
2025,8125,8.39,10.8
2075,8125,8.36,10.84
2125,8125,8.33,10.99
2175,8125,8.31,11.11
2225,8125,8.31,11.15
2275,8125,8.29,11.16
2325,8125,8.25,11.19
2375,8125,8.25,11.23
2425,8125,8.28,11.26
2475,8125,8.29,11.3
2525,8125,8.3,11.33
2575,8125,8.29,11.41
2625,8125,8.27,11.5
